index,ocn,name,brand
1916,3700,MICRONESIAN TELECOMMUNICATIONS CORPORATION,
1917,4974,"GUAM WIRELESS TELEPHONE COMPANY, LLC",
1918,029F,"ONVOY, LLC - NV",
1919,2348,CENTRAL TEL. CO. - NEVADA DBA CENTURYLINK,
1920,075F,"BANDWIDTH.COM CLEC, LLC - NV",
1921,7487,"LEVEL 3 TELECOM OF NEVADA, LLC - NV",
1922,6458,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NV,
1923,9145,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NV,
1924,4805,"LEVEL 3 COMMUNICATIONS, LLC - NV",
1925,100J,"CASCADE ACCESS, LLC - NV",
1926,587C,"TELEPORT COMMUNICATIONS AMERICA, LLC - NV",
1927,408F,"PEERLESS NETWORK OF NEVADA, LLC - NV",
1928,827C,"INTRADO COMMUNICATIONS, LLC",
1929,2817,"MATRIX TELECOM, LLC. S/I/I TNCI - NV",
1930,2353,MOAPA VALLEY TEL. CO.,
1931,2351,"LINCOLN COUNTY TEL. SYSTEM, INC.",
1932,7521,"XO NEVADA, LLC",
1933,811D,"UTILITY TELECOM GROUP, LLC - NV",
1934,253F,"WIDE VOICE, LLC - NV",
1935,9742,NEVADA BELL,
1936,187G,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
1937,030J,"NOS COMMUNICATIONS, INC. - NV",
1938,429K,"PEERINGHUB, INC.",
1939,4421,FRONTIER COMMUNICATIONS OF THE SOUTHWEST INC. - NV,
1940,3304,HUMBOLDT TELEPHONE COMPANY,
1941,7376,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NV,
1942,2349,CHURCHILL COUNTY TELEPHONE DBA CC COMMUNICATIONS,
1943,4612,"BEEHIVE TELEPHONE CO., INC. - NEVADA",
1944,2354,CITIZENS TELECOMM CO OF NV DBA FRONTIER COMM OF NV,
1945,7692,AT&T CORP. - NV,
1946,218G,SOUTHWEST TELEPHONE COMPANY - NV,
1947,791D,CENTRAL TELCOM SVCS DBA CENTRACOM INTERACTIVE - NV,
1948,4438,CENTURYTEL GEM STATE INC-NV DBA CENTURYLINK - NV,
1949,384C,"ONVOY, LLC- NY",
1950,4006,"LEVEL 3 COMMUNICATIONS, LLC - NY",
1951,7353,"RCN TELECOM SERVICES, INC. - NY",
1952,997E,"BANDWIDTH.COM CLEC, LLC - NY",
1953,7133,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NY,
1954,8473,"LEVEL 3 TELECOM OF NEW YORK, LP - NY",
1955,7126,"CABLEVISION LIGHTPATH, INC. - NY",
1956,8526,METROPOLITAN TELECOMMUNICATIONS - NY,
1957,744H,"TELXMEDIA, INC. - NY",
1958,155E,"PEERLESS NETWORK OF NEW YORK, LLC - NY",
1959,6959,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NY,
1960,8667,"AMERICAN NETWORK, INC.",
1961,8249,RINGSQUARED TELECOM LLC,
1962,6622,"OMNIPOINT COMMUNICATIONS, INC. - NY",
1963,0096,CITIZENS TELECOMM CO OF NY DBA FRONTIER COMM OF NY,
1964,0106,"WINDSTREAM NEW YORK, INC. - FULTON",
1965,193C,"SLIC NETWORK SOLUTIONS, INC. - NY",
1966,282E,YMAX COMMUNICATIONS CORP. - NY,
1967,4721,"CONTACT COMMUNICATIONS, INC.",
1968,0081,"CITIZENS TEL. CO. OF HAMMOND NY, INC.",
1969,0108,"NICHOLVILLE TEL. CO., INC.",
1970,0092,"EDWARDS TEL. CO., INC.",
1971,7556,"NORTHLAND NETWORKS, LTD. - NY",
1972,0118,PORT BYRON TEL. CO.,
1973,0112,"ONTARIO TELEPHONE COMPANY, INC.",
1974,818H,"PEERING HUB, INC. - NY",
1975,0129,"TOWNSHIP TEL. CO., INC.",
1976,1227,"WESTELCOM NETWORK, INC. - NY",
1977,8340,"XO NEW YORK, INC.",
1978,0114,ORISKANY FALLS TEL. CORP.,
1979,0107,"NEWPORT TEL. CO., INC.",
1980,0111,ONEIDA COUNTY RURAL TEL. CO.,
1981,0133,"VERNON TEL. CO., INC.",
1982,629E,"FINGER LAKES TECHNOLOGIES GROUP, INC. - NY",
1983,473G,TELENGY L.L.C. - NY,
1984,087H,EMPIRE LONG DISTANCE CORPORATION,
1985,1215,"CORETEL NEW YORK, INC. - NY",
1986,782G,BALTIMORE-WASHINGTON TELEPHONE COMPANY - NY,
1987,705G,"WIDE VOICE, LLC - NY",
1988,977K,YORKSTREAM COMMUNICATIONS LLC,
1989,525G,"BARR TELL USA, INC. - NY",
1990,831C,"INTRADO COMMUNICATIONS, LLC",
1991,452J,LTE WIRELESS INC D/B/A LTE WIRELESS - NY,
1992,872K,"DIALWAVE, INC.",
1993,4830,"LINGO TELECOM, LLC",
1994,325B,XCHANGE TELECOM CORP. - NY,
1995,0059,"ZCALL.COM, INC.",
1996,363H,"AIRUS, INC. - NY",
1997,2612,"SCARSDALE SECURITY SYSTEMS, INC.",
1998,0077,CHAMPLAIN TEL. CO.,
1999,7989,"TVC ALBANY, INC. DBA FIRSTLIGHT FIBER",
2000,0105,MIDDLEBURGH TEL. CO.,
2001,0065,"PRIMELINK, INC. - NY",
2002,0072,"FRONTIER COMMUNICATIONS OF AUSABLE VALLEY, INC.",
2003,1941,"CENTRAL VERMONT COMMUNICATIONS, INC.",
2004,825D,NEW DIMENSION WIRELESS LTD,
2005,830G,"FIDIUM ENTERPRISE SERVICES, LLC",
2006,0079,CHAZY & WESTPORT TEL. CORP.,
2007,506H,SEAMLESS GEOPORT COMM DBA MIDDLEBURGH TELEPHONE LD,
2008,0097,"GERMANTOWN TEL. CO., INC.",
2009,716G,CROWN POINT NTWK TECH INC DBA BRIDGE POINT COMM-NY,
2010,271G,"INTEGRATED PATH COMMUNICATIONS, LLC - NY",
2011,0085,CROWN POINT TEL. CORP.,
2012,970H,"BLUEBIRD COMMUNICATIONS, LLC - NY",
2013,0125,STATE TEL. CO.,
2014,0073,BERKSHIRE TEL. CO.,
2015,7650,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NY,
2016,0116,PATTERSONVILLE TEL. CO.,
2017,360H,"CATSKILLS COMMUNICATIONS, INC - NY",
2018,0121,"FRONTIER TELEPHONE OF ROCHESTER, INC.",
2019,0122,"FRONTIER COMMUNICATIONS OF SENECA GORHAM, INC.",
2020,0113,"WINDSTREAM NEW YORK, INC. - RED JACKET",
2021,0110,OGDEN TELCO NY DBA FRONTIER OGDEN TELEPHONE CO,
2022,0093,EMPIRE TEL. CORP.,
2023,932G,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC - NY",
2024,0071,ARMSTRONG TEL. CO. - NY,
2025,0131,"TRUMANSBURG TELEPHONE COMPANY, INC.",
2026,421C,"ARMSTRONG TELECOMMUNICATIONS, INC. - NY",
2027,0089,"DEPOSIT TEL. CO., INC.",
2028,0099,HANCOCK TEL. CO.,
2029,084J,"DTC CABLE, INC. - NY",
2030,0088,DELHI TEL. CO.,
2031,0095,FISHERS ISLAND TEL. CORP.,
2032,3751,"GC PIVOTAL, LLC - NY",
2033,892E,RINGSQUARED TELECOM LLC,
2034,200B,"AIRESPRING, INC. - CA",
2035,474F,"BUSINESS AUTOMATION TECHNOLOGIES, INC. - NY",
2036,942B,"MATRIX TELECOM, LLC. S/I/I TNCI - NY",
2037,5367,DFT LOCAL SERVICE CORP. DBA DFT SELECT ONE-NY,
2038,0078,CHAUTAUQUA & ERIE TEL. CORP.,
2039,211C,"IDT AMERICA, CORP. - NY",
2040,0109,"WINDSTREAM NEW YORK, INC. - JAMESTOWN",
2041,0076,CASSADAGA TEL. CORP.,
2042,0091,DUNKIRK & FREDONIA TEL. CO.,
2043,2709,"UNITED CELLULAR & PAGING, INC.",
2044,9073,"VALSTAR, INC. - NY",
2045,960K,"GREENWAY COMMUNICATIONS, LLC",
2046,063J,STATE TEL LONG DIST CO INC DBA STATE TEL-ATHENS-NY,
2047,2475,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - NY",
2048,0128,"FRONTIER COMMUNICATIONS OF SYLVAN LAKE, INC.",
2049,0100,"FRONTIER COMMUNICATIONS OF NEW YORK, INC.",
2050,0104,"MARGARETVILLE TEL. CO., INC.",
2051,4140,WARWICK VALLEY TELEPHONE COMPANY - NY,
2052,6800,"TRINITY INTERNATIONAL, INC.",
2053,6877,K.T.W. INTERNATIONAL CORP.,
2054,9321,OHIO BELL TEL CO,AT&T Ohio
2055,001F,"BANDWIDTH.COM CLEC, LLC - OH",
2056,464C,"ONVOY, LLC - OH",
2057,6025,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OH,
2058,4863,"LEVEL 3 COMMUNICATIONS, LLC - OH",
2059,7532,"TELEPORT COMMUNICATIONS AMERICA, LLC - OH",
2060,7443,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - OH,
2061,284F,"PEERLESS NETWORK OF OHIO, LLC - OH",
2062,735E,"SIGECOM, LLC DBA WOW INTERNET CABLE AND PHONE",
2063,7460,"LEVEL 3 TELECOM OF OHIO, LLC - OH",
2064,7836,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - OH,
2065,0665,"WINDSTREAM OHIO, LLC",
2066,0666,"WINDSTREAM WESTERN RESERVE, INC.",
2067,7520,"XO OHIO, INC.",
2068,155F,"SUPER-NET, INC. - OH",
2069,9557,"INTRADO COMMUNICATIONS, LLC",
2070,601G,"HORIZON SERVICES, INC. - OH",
2071,024E,"ARMSTRONG TELECOMMUNICATIONS, INC. - OH",
2072,765H,"WIDE VOICE, LLC - OH",
2073,0661,"BRIGHTSPEED OF NORTHWEST OHIO, INC.",
2074,0609,DOYLESTOWN TEL. CO.,
2075,0651,PATTERSONVILLE TEL. CO.,
2076,849C,"DOYLESTOWN COMMS, INC. DBA HERITAGE TELCO - OH",
2077,125J,"VISION CTS, LLC",
2078,2094,"QUALSTAR COMMUNICATIONS, INC. - OH",
2079,0654,RIDGEVILLE TEL. CO.,
2080,0649,"HANSON COMMUNICATIONS OF OHIO, LLC-ORWELL",
2081,0614,FT. JENNINGS TEL. CO.,
2082,0640,"TSC COMMUNICATIONS, INC. - OH",
2083,7158,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - OH,
2084,0662,VANLUE TEL. CO.,
2085,0586,ARTHUR MUTUAL TEL. CO.,
2086,0588,AYERSVILLE TEL. CO.,
2087,0658,SYCAMORE TEL. CO.,
2088,0590,BENTON RIDGE TEL. CO.,
2089,9133,"GOLDSTAR COMMUNICATIONS, LLC - OH",
2090,0650,OTTOVILLE MUTUAL TEL. CO.,
2091,4418,"FRONTIER COMMUNICATIONS OF MICHIGAN, INC. - OH",
2092,0625,"KALIDA TEL. CO., INC.",
2093,0619,"GLANDORF TEL. CO., INC.",
2094,0607,CONTINENTAL OF OHIO,
2095,0645,OAKWOOD TELEPHONE CO.,
2096,0659,TEL SERVICE CO.,
2097,0663,"VAUGHNSVILLE TEL. CO., INC.",
2098,0644,NOVA TEL. CO.,
2099,0591,BUCKLAND TELEPHONE COMPANY,
2100,0604,"HANSON COMMUNICATIONS OF OHIO, LLC-COLUMBUS GROVE",
2101,0598,MCCLURE TEL. CO.,
2102,0639,NEW KNOXVILLE TEL. CO.,
2103,0612,FARMERS MUTUAL TEL. CO.,
2104,0585,ARCADIA TEL. CO.,
2105,0656,"SHERWOOD MUTUAL TEL. ASSN., INC.",
2106,0589,BASCOM MUTUAL TEL. CO.,
2107,0664,WABASH MUTUAL TEL. CO.,
2108,0633,MIDDLE POINT HOME TEL. CO.,
2109,8168,"TIER 2 COMMUNICATIONS, LLC",
2110,0630,"BRIGHTSPEED OF OHIO, LLC",
2111,032H,"GREAT WAVE BROADBAND SERVICES, LLC",
2112,0606,CONNEAUT TEL. CO.,
2113,036B,"CITYNET OHIO, LLC - OH",
2114,309B,CINCINNATI BELL EXTENDED TERRITORIES LLC - OH,
2115,600F,CINBELL EXT TERR LLC DBA ALTAFIBER CONNECTED SVCS,
2116,0613,"LITTLE MIAMI COMMUNICATIONS, CORP.",
2117,907J,BARR TELL USA,
2118,047G,"MCC TELEPHONY OF THE MIDWEST, LLC - OH",
2119,509B,AMERICAN BROADBAND AND TELECOMMS COMPANY - OH,
2120,818E,RIDGEVILLE TELEPHONE COMPANY - OH,
2121,359G,"GLANDORF TELEPHONE COMPANY, INC. - OH",
2122,760J,FARMERS MUTUAL TELEPHONE CO. DBA FMTC,
2123,816D,FORT JENNINGS TELEPHONE COMPANY - OH,
2124,669D,WABASH MUTUAL TELEPHONE COMPANY - OH,
2125,921G,MCCLURE COMMUNICATIONS CORPORATION - OH,
2126,849E,BASCOM MUTUAL TELEPHONE COMPANY - OH,
2127,6596,"RAM TECHNOLOGIES, INC. - OH",
2128,6700,"SOUTHERN OHIO COMMUN SERVICES, INC.",
2129,0597,CHILLICOTHE TEL. CO.,
2130,380H,"CAS COMMUNICATIONS, LLC - OH",
2131,0634,MINFORD TEL. CO.,
2132,0594,THE CHAMPAIGN TELEPHONE COMPANY,
2133,5632,"CT COMMUNICATIONS NETWORK, INC. - OH",
2134,0618,"HANSON COMMUNICATIONS OF OHIO, LLC-GERMANTOWN",
2135,530C,TELEPORT COMMUNICATIONS AMERICA OK - LLC,
2136,6272,UNITED STATES CELLULAR - OK,
2137,5813,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OK,
2138,119F,"BANDWIDTH.COM CLEC, LLC - OK",
2139,7258,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - OK,
2140,2018,"PIONEER TEL. COOP., INC.",
2141,409F,"ONVOY, LLC - OK",
2142,1165,VALOR TELECOM TX.LP-OK DBA WINDSTREAM COMM SW,
2143,1995,"HINTON TEL. CO. OF HINTON OK, INC.",
2144,5257,"LEVEL 3 COMMUNICATIONS, LLC - OK",
2145,2020,POTTAWATOMIE TEL. CO.,
2146,2006,MCLOUD TEL. CO.,
2147,1984,"OKLAHOMA COMMUNICATION SYSTEM, INC.",
2148,384H,"PEERLESS NETWORK OF OKLAHOMA, LLC - OK",
2149,1980,CHICKASAW TEL. CO.,
2150,4630,"CHICKASAW TELECOMMUNICAIONS SERVICES, INC.",
2151,9671,"PAGE PLUS, INC.",
2152,258F,"WICHITA ONLINE, INC. - OK",
2153,094B,CENTRAL CELLULAR L.L.C. DBA COTC CONNECTIONS - OK,
2154,148G,"CROSS WIRELESS, L.L.C.",
2155,1965,"WINDSTREAM OKLAHOMA, INC.",
2156,809H,"CROSS CABLE TELEVISION, LLC - OK",
2157,945H,"NORTHEAST RURAL SERVICES, INC. - OK",
2158,235C,"PINE TELEPHONE COMPANY DBA PINE CELL PHONES, INC.",
2159,468B,"PANHANDLE TELECOMMUNICATIONS SYSTEMS, INC.",
2160,2010,"MID-AMERICA TEL., INC.",
2161,2025,SOUTHWEST OKLAHOMA TEL. CO.,
2162,2141,SANTA ROSA TEL COOP INC,
2163,1979,CHEROKEE TEL. CO.,
2164,2017,PINE TEL. CO.,
2165,387E,CROSS-VALLIANT CELLULAR PARTNERSHIP,
2166,1988,DOBSON TEL. CO.,
2167,2029,TERRAL TEL. CO.,
2168,2008,MEDICINE PARK TEL. CO.,
2169,3533,"CHOICE WIRELESS, LC",
2170,1976,CARNEGIE TEL. CO.,
2171,302F,"FIDELITY CABLEVISION, LLC",
2172,2032,VALLIANT TEL. CO.,
2173,9732,"T.K.O. COMMUNICATIONS, INC.",
2174,7632,"LEVEL 3 TELECOM OF OKLAHOMA, LLC - OK",
2175,1982,CIMARRON TEL. CO.,
2176,1994,"GRAND TEL. CO., INC.",
2177,1968,"BEGGS TEL. CO., INC.",
2178,6840,"PAGING TULSA, INC.",
2179,1974,CANADIAN VALLEY TEL. CO.,
2180,1969,"BIXBY TEL. CO., INC.",
2181,1977,"CENTRAL OKLAHOMA TELEPHONE CO., L.L.C.",
2182,2011,"OKLAHOMA WINDSTREAM, INC.",
2183,1981,CONSOLIDATED COMMUNICATIONS OF OKLAHOMA COMPANY,
2184,2023,SHIDLER TEL. CO.,
2185,2022,SALINA-SPAVINAW TEL. CO.,
2186,1985,CROSS TEL. CO.,
2187,2013,"OKLATEL COMMUNICATIONS, INC.",
2188,2014,OKLAHOMA WESTERN TEL. CO.,
2189,2034,WYANDOTTE TEL. CO.,
2190,669B,"BTC BROADBAND, INC.",
2191,1966,ATLAS TEL. CO.,
2192,7531,"TELEPORT COMMUNICATIONS AMERICA, LLC - OR",
2193,750E,"ONVOY, LLC - OR",
2194,7537,"LEVEL 3 TELECOM OF OREGON, LLC - OR",
2195,6349,UNITED STATES CELLULAR - OR,
2196,5820,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OR,
2197,157F,"PEERLESS NETWORK OF OREGON, LLC - OR",
2198,3234,"LEVEL 3 COMMUNICATIONS, LLC - OR",
2199,379J,"LTE WIRELESS, INC. - OR",
2200,076F,"BANDWIDTH.COM CLEC, LLC - OR",
2201,9882,ALYRICA TELEPHONE LLC DBA NEXT GEN PHONE SYS-OR,
2202,782H,FARMERS MUTUAL TELEPHONE COMPANY - OR,
2203,745G,"WIDE VOICE, LLC - OR",
2204,826H,"INTEGRATED PATH COMMUNICATIONS-OREGON, LLC - OR",
2205,7172,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
2206,4323,"ZIPLY FIBER NORTHWEST, LLC DBA ZIPLY FIBER",
2207,2362,CANBY TEL. ASSN.,
2208,4520,UNITED TELEPHONE - NORTHWEST DBA CENTURYLINK - OR,
2209,517K,"ZIPLY FIBER PACIFIC, LLC DBA ZIPLY FIBER",
2210,2371,"CASCADE UTILITIES, INC.",
2211,2387,"NEHALEM TELECOMMS, INC. DBA NEHALEM TEL & TEL",
2212,2397,SCIO MUTUAL TEL. CO.,
2213,8294,NORTH COUNTY COMMUNICATION CORPORATION - OR,
2214,8629,"SCS COMMUNICATIONS AND SECURITY, INC. - OR",
2215,2395,"CENTURYTEL OF OREGON, INC. DBA CENTURYLINK",
2216,794G,TELTRUST CORPORATION - OR,
2217,461J,BEAVER CREEK COOPERATIVE TELEPHONE COMPANY - OR,
2218,936F,"ASTOUND BROADBAND, LLC - OR",
2219,2363,CLEAR CREEK MUTUAL TEL. CO.,
2220,2359,BEAVER CREEK COOP. TEL. CO.,
2221,2396,ST. PAUL COOP. TEL. ASSN.,
2222,2384,MONITOR COOP. TEL. CO.,
2223,4697,PACIFIC WAVE COMMUNICATIONS,
2224,2383,MOLALLA TEL. CO.,
2225,2399,STAYTON COOP. TEL. CO.,
2226,2373,GERVAIS TEL. CO.,
2227,2364,COLTON TEL. CO.,
2228,2386,MT. ANGEL TEL. CO.,
2229,2391,PEOPLES TEL. CO.,
2230,647F,ELTOPIA COMMUNICATIONS LLC - OR,
2231,660C,"HUNTER CONSTRUCTION, INC. DBA HUNTER COMMS - OR",
2232,2389,OREGON TEL. CORP.,
2233,3955,"EASTERN OREGON TELECOM, LLC - OR",
2234,9627,"BENDTEL, INC. - OR",
2235,2375,"ROOME TELECOMMUNICATIONS, INC.",
2236,9231,"AXXIS COMMUNICATION, INC. - OR",
2237,2377,HOME TEL. CO.,
2238,0760,"ZIPLY FIBER, LLC",
2239,2393,PIONEER TEL. COOPERATIVE,
2240,2376,HELIX TEL. CO.,
2241,2388,NORTH-STATE TEL. CO.,
2242,2378,TRANS-CASCADES TEL. CO.,
2243,5014,"EAGLE TELEPHONE SYSTEM, INC.",
2244,3401,"ZIPLY FIBER OREGON, LLC DBA ZIPLY FIBER",
2245,094G,WARM SPRINGS TELECOMMUNICATIONS COMPANY - OR,
2246,2392,PINE TEL. SYSTEM,
2247,2404,ASOTIN TEL CO,
2248,2385,MONROE TEL. CO.,
2249,348D,"CAL-ORE COMMUNICATIONS, INC. - OR",
2250,2369,"EAGLE TEL. SYSTEM, INC.",
2251,7442,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - OR,
2252,985F,"MBC TELECOM, LLC - OR",
2253,4980,"XO OREGON, INC.",
2254,5511,DATAVISION COMMUNICATIONS LLC,
2255,9208,"VERIZON PENNSYLVANIA, INC.",
2256,6392,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - PA,
2257,7434,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - PA,
2258,4007,"LEVEL 3 COMMUNICATIONS, LLC - PA",
2259,7615,"RCN TELECOM SERVICES OF PENNSYLVANIA, INC.",
2260,547E,"ONVOY, LLC - PA",
2261,835C,"INTRADO COMMUNICATIONS, LLC",
2262,967E,"PEERLESS NETWORK OF PENNSYLVANIA, LLC - PA",
2263,784E,"BLOCK LINE SYSTEMS, LLC - PA",
2264,002F,"BANDWIDTH.COM CLEC, LLC - PA",
2265,438H,"AIRUS, INC. - PA",
2266,218H,"WIDE VOICE, LLC - PA",
2267,5494,"NETCARRIER TELECOM, INC. - PA",
2268,3806,"CORE COMMUNICATIONS, INC. - PA",
2269,6846,D&E/OMNIPOINT WIREL JOINT VENT LP DBA PCS ONE,T-Mobile
2270,464H,"FINGER LAKES TECHNOLOGIES GROUP, INC. - PA",
2271,7315,"TELEPORT COMMUNICATIONS AMERICA, LLC - PA",
2272,283E,YMAX COMMUNICATIONS CORP. - PA,
2273,761H,BUSINESS AUTOMATION TECHNOLOGIES INC - PA,
2274,257H,"CALLFIRE, INC.",
2275,8320,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC",
2276,752H,"BARR TELL USA, INC. - PA",
2277,4153,"PAETEC COMMUNICATIONS, INC. - PA",
2278,6739,"SCHUYLKILL MOBILE FONE, INC.",
2279,0176,"WINDSTREAM PENNSYLVANIA, INC.",
2280,986H,"NEP TELCOM, INC. - PA",
2281,091H,NORTH PENN LONG DISTANCE CORPORATION,
2282,7513,"CTSI, INC. - PA",
2283,8597,"FIDIUM ENTERPRISE SERVICES, LLC",
2284,657B,"CITYNET PENNSYLVANIA, LLC - PA",
2285,7820,FULL SERVICE NETWORK LP,
2286,7341,"XO COMMUNICATIONS SERVICES, INC. - PA",
2287,2522,ADVANCED TELEPHONE SYS INC DBA HTC COMMUNICATIONS,
2288,0170,"VERIZON NORTH, INC. - PA (CONTEL)",
2289,0161,COMMONWEALTH TELEPHONE COMPANY LLC,
2290,4114,"WINDSTREAM D & E SYSTEMS, INC. - PA",
2291,6921,"LIMITLESS MOBILE, LLC",
2292,0162,"WINDSTREAM CONESTOGA, INC.",
2293,0191,NORTH EASTERN PENNSYLVANIA TEL. CO.,
2294,0201,"VERIZON NORTH, INC. - PA (QUAKER ST)",
2295,0152,"FRONTIER COMMUNICATIONS OF CANTON, LLC",
2296,0183,MAHANOY & MAHANTANGO TEL. CO.,
2297,0178,"FRONTIER COMMUNICATIONS OF LAKEWOOD, LLC",
2298,0204,SOUTH CANAAN TEL. CO.,
2299,0151,"WINDSTREAM BUFFALO VALLEY, INC.",
2300,0192,NORTH PENN TEL. CO.,
2301,213C,"IDT AMERICA, CORP. - PA",
2302,0177,"LACKAWAXEN TELECOMMUNICATIONS SERVICES, INC.",
2303,0206,SUGAR VALLEY TEL. CO.,
2304,0209,"BRIGHTSPEED OF PENNSYLVANIA, LLC",
2305,0197,PENNSYLVANIA TEL. CO.,
2306,9475,AMERICELL PA-3 LIMITED PARTNERSHIP,
2307,0169,"VERIZON NORTH, INC. - PA",
2308,0149,"FRONTIER COMMUNICATIONS OF BREEZEWOOD, LLC",
2309,0196,PALMERTON TEL. CO.,
2310,422C,"ARMSTRONG TELECOMMUNICATIONS, INC. - PA",
2311,0175,IRONTON TEL. CO.,
2312,0165,"WINDSTREAM D&E, INC.",
2313,0168,"FRONTIER COMMUNICATIONS OF PENNSYLVANIA, LLC",
2314,0145,CONSOLIDATED COMMUNICATIONS OF PENNSYLVANIA CO,
2315,050A,"CITIZENS TELECOM SOLUTIONS, LLC - PA",
2316,0193,CONSOLIDATED COMMUNICATIONS OF PENNSYLVANIA CO,
2317,0185,CONSOLIDATED COMMUNICATIONS OF PENNSYLVANIA COMP,
2318,0171,HICKORY TEL. CO.,
2319,0156,CITIZENS TEL. CO. OF KECKSBURG,
2320,0179,LAUREL HIGHLAND TEL. CO.,
2321,0200,PYMATUNING INDEPENDENT TEL. CO.,
2322,0215,YUKON-WALTZ TEL. CO.,
2323,0277,WEST SIDE TEL CO,
2324,858D,PYMATUNING INDEPENDENT TELEPHONE COMPANY - PA,
2325,0189,ARMSTRONG TEL. CO. - PA,
2326,0194,"FRONTIER COMMUNICATIONS OF OSWAYO RIVER, LLC",
2327,0210,VENUS TEL. CORP.,
2328,2681,"WINDSTREAM COMMUNICATIONS, INC. - PA",
2329,6286,UNITED STATES CELLULAR - PA,
2330,0195,ARMSTRONG TEL. CO. NORTH,
2331,738H,LAUREL HIGHLAND TELEPHONE COMPANY - PA,
2332,103F,"SALSGIVER TELECOM, INC. - PA",
2333,955G,LIBERTY COMMUNICATIONS OF PUERTO RICO LLC,
2334,4823,PUERTO RICO TELCO DBA CLARO PUERTO RICO,
2335,639J,LIBERTY MOBILE PUERTO RICO INC.,
2336,8305,LIBERTY MOBILE PUERTO RICO INC.,
2337,9726,"WORLDNET TELECOMMUNICATIONS, INC. - PR",
2338,3201,PUERTO RICO TEL. CO.,
2339,087D,"OPTIVON TELECOMMUNICATIONS SERVICES, INC. - PR",
2340,4850,"MR. BEEPER, INC.",
2341,266G,"IP SOLUTIONS, INC. - PR",
2342,559F,NEUTRAL TANDEM - PR,
2343,667C,"PUERTO RICO TELEPHONE COMPANY, INC.",
2344,6991,"BEEPER EXPRESS OF PUERTO RICO, INC.",
2345,6933,"BORINQUEN BEEPERS, INC.",
2346,4057,LINK TECH CORPORATION,
2347,752E,"DATA@CCESS COMMUNICATION, INC. - PR",
2348,091J,"LUMEN TECHNOLOGIES PUERTO RICO, LLC",
2349,985G,NATURAL G.C. INC. - PR,
2350,977E,"ONVOY, LLC - RI",
2351,6389,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - RI,
2352,631G,"PEERLESS NETWORK OF RHODE ISLAND, LLC - RI",
2353,7351,"TELEPORT COMMUNICATIONS AMERICA, LLC - CA",
2354,4016,"LEVEL 3 COMMUNICATIONS, LLC - RI",
2355,836C,"INTRADO COMMUNICATIONS, LLC",
2356,003F,"BANDWIDTH.COM CLEC, LLC - RI",
2357,507H,"AIRUS, INC. - RI",
2358,363E,YMAX COMMUNICATIONS CORP. - RI,
2359,343H,"WIDE VOICE, LLC - RI",
2360,3453,"PBT COMMUNICATIONS, INC. - SC",
2361,6398,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - SC,
2362,635C,TELEPORT COMMUNICATIONS AMERICA SC- LLC,
2363,5258,"LEVEL 3 COMMUNICATIONS, LLC - SC",
2364,0551,WILLISTON TEL. CO.,
2365,0517,"WINDSTREAM SOUTH CAROLINA, INC.",
2366,0535,"NORWAY TEL. CO., INC.",
2367,4335,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC. - SC,
2368,0531,LANCASTER TEL. CO.,
2369,0506,"BRIGHTSPEED OF SOUTH CAROLINA, LLC",
2370,077F,"BANDWIDTH.COM CLEC, LLC - SC",
2371,8534,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - SC,
2372,1784,"SOUTH CAROLINA NET, INC. - SC",
2373,0542,"COMPORIUM, INC.",
2374,0541,"RIDGEWAY TEL. CO., INC.",
2375,548E,"ONVOY, LLC - SC",
2376,0516,CHESTER TEL. CO.,
2377,0521,FORT MILL TEL. CO.,
2378,0520,"FARMERS TEL. COOP., INC.",
2379,4255,"FTC DIVERSIFIED SERVICES, INC.",
2380,5385,"HARGRAY, INC. - SC",
2381,0526,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC. - SC,
2382,467E,"IDT AMERICA, CORP. - SC",
2383,0539,"PBT TELECOM, INC.",
2384,098H,"PEERLESS NETWORK OF SOUTH CAROLINA, LLC - SC",
